name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
HD 79498 b,HD 79498,https://science.nasa.gov/exoplanet-catalog/hd-79498-b/,Gas Giant,425.8922,1.22,5,2.98,0.57,Radial Velocity,G
HD 80606 b,HD 80606,https://science.nasa.gov/exoplanet-catalog/hd-80606-b/,Gas Giant,1392.0954,1.07,111.4,0.4565,0.93,Radial Velocity,G
HD 80653 b,HD 80653,https://science.nasa.gov/exoplanet-catalog/hd-80653-b/,Super Earth,5.72,1.613,0.7,0.01661,0.0,Transit,G
HD 80869 b,HD 80869,https://science.nasa.gov/exoplanet-catalog/hd-80869-b/,Gas Giant,1609.80895,1.15,4.8,2.905,0.92,Radial Velocity,G
HD 80883 b,HD 80883,https://science.nasa.gov/exoplanet-catalog/hd-80883-b/,Gas Giant,1748.0649999999998,1.14,17.5,6.462,0.2,Radial Velocity,K
HD 80913 b,HD 80913,https://science.nasa.gov/exoplanet-catalog/hd-80913-b/,Gas Giant,7505.23762,1.07,29.7,9.95,0.31,Radial Velocity,F
HD 81040 b,HD 81040,https://science.nasa.gov/exoplanet-catalog/hd-81040-b/,Gas Giant,2393.2599,1.13,2.8,1.946,0.53,Radial Velocity,G
HD 81688 b,HD 81688,https://science.nasa.gov/exoplanet-catalog/hd-81688-b/,Gas Giant,525.6908199999999,1.2,183.9,0.648,0.04,Radial Velocity,K
HD 81817 b,HD 81817,https://science.nasa.gov/exoplanet-catalog/hd-81817-b/,Gas Giant,7668.602239999999,1.07,2.8,3.233,0.1,Radial Velocity,K
HD 81817 c,HD 81817,https://science.nasa.gov/exoplanet-catalog/hd-81817-c/,Gas Giant,7185.81847,1.07,1.7,2.325,0.1,Radial Velocity,K
HD 82886 b,HD 82886,https://science.nasa.gov/exoplanet-catalog/hd-82886-b/,Gas Giant,740.5439,1.19,1.9,1.58,0.07,Radial Velocity,K
HD 82943 b,HD 82943,https://science.nasa.gov/exoplanet-catalog/hd-82943-b/,Gas Giant,534.27223,1.2,441.5,1.18306,0.16,Radial Velocity,G
HD 82943 c,HD 82943,https://science.nasa.gov/exoplanet-catalog/hd-82943-c/,Gas Giant,622.62897,1.2,220.1,0.74345,0.37,Radial Velocity,G
HD 8326 b,HD 8326,https://science.nasa.gov/exoplanet-catalog/hd-8326-b/,Gas Giant,66.6012765,0.855,159,0.533,0.2,Radial Velocity,K
HD 83443 b,HD 83443,https://science.nasa.gov/exoplanet-catalog/hd-83443-b/,Gas Giant,127.76766,1.25,3,0.0406,0.01,Radial Velocity,G
HD 83443 c,HD 83443,https://science.nasa.gov/exoplanet-catalog/hd-83443-c/,Gas Giant,476.745,1.21,22.6,8,0.76,Radial Velocity,G
HD 8535 b,HD 8535,https://science.nasa.gov/exoplanet-catalog/hd-8535-b/,Gas Giant,216.1244,1.25,3.6,2.45,0.15,Radial Velocity,F
HD 85390 b,HD 85390,https://science.nasa.gov/exoplanet-catalog/hd-85390-b/,Neptune-like,31.46517,0.55,2.2,1.373,0.5,Radial Velocity,K
HD 8574 b,HD 8574,https://science.nasa.gov/exoplanet-catalog/hd-8574-b/,Gas Giant,645.1949,1.19,227,0.76,0.3,Radial Velocity,F
HD 86065 b,HD 86065,https://science.nasa.gov/exoplanet-catalog/hd-86065-b/,Gas Giant,2877.3149900000003,1.12,70.6,15.947,0.22,Radial Velocity,K
HD 86081 b,HD 86081,https://science.nasa.gov/exoplanet-catalog/hd-86081-b/,Gas Giant,470.3884,1.21,2.1,0.0346,0.01,Radial Velocity,G
HD 86226 b,HD 86226,https://science.nasa.gov/exoplanet-catalog/hd-86226-b/,Gas Giant,143.02349999999998,1.28,4.5,2.73,0.06,Radial Velocity,G
HD 86226 c,HD 86226,https://science.nasa.gov/exoplanet-catalog/hd-86226-c/,Super Earth,7.25,2.16,4,0.049,0.07,Transit,G
HD 86264 b,HD 86264,https://science.nasa.gov/exoplanet-catalog/hd-86264-b/,Gas Giant,3117.2766399999996,1.11,4.1,2.763,0.82,Radial Velocity,F
HD 86728 b,HD 86728,https://science.nasa.gov/exoplanet-catalog/hd-86728-b/,Neptune-like,9.43,0.27,31.2,0.1916,0.07,Radial Velocity,G
HD 8673 b,HD 8673,https://science.nasa.gov/exoplanet-catalog/hd-8673-b/,Gas Giant,4210.61184,1.1,4.5,2.97,0.73,Radial Velocity,F
HD 86950 b,HD 86950,https://science.nasa.gov/exoplanet-catalog/hd-86950-b/,Gas Giant,1144.1879999999999,1.16,3.5,2.72,0.17,Radial Velocity,K
HD 87646 b,HD 87646,https://science.nasa.gov/exoplanet-catalog/hd-87646-b/,Gas Giant,3941.092,1.1,13.5,0.117,0.05,Radial Velocity,G
HD 87883 b,HD 87883,https://science.nasa.gov/exoplanet-catalog/hd-87883-b/,Gas Giant,1719.1424699999998,1.14,9.1,4.055,0.71,Radial Velocity,K
HD 88072 b,HD 88072,https://science.nasa.gov/exoplanet-catalog/hd-88072-b/,Gas Giant,2511.81049,1.12,50.8,13.895,0.16,Radial Velocity,G
HD 88133 b,HD 88133,https://science.nasa.gov/exoplanet-catalog/hd-88133-b/,Gas Giant,324.1866,1.23,3.4,0.0479,0.03,Radial Velocity,G
HD 88986 b,HD 88986,https://science.nasa.gov/exoplanet-catalog/hd-88986-b/,Super Earth,17.2,2.49,146.1,0.58,0.24,Radial Velocity,G
HD 89307 b,HD 89307,https://science.nasa.gov/exoplanet-catalog/hd-89307-b/,Gas Giant,642.0165999999999,1.19,5.9,3.27,0.2,Radial Velocity,G
HD 89345 b,HD 89345,https://science.nasa.gov/exoplanet-catalog/hd-89345-b/,Neptune-like,34.9613,0.66,11.8,0.1066,0.22,Transit,G
HD 89744 b,HD 89744,https://science.nasa.gov/exoplanet-catalog/hd-89744-b/,Gas Giant,2653.8804999999998,1.12,256.8,0.917,0.68,Radial Velocity,F
HD 89839 b,HD 89839,https://science.nasa.gov/exoplanet-catalog/hd-89839-b/,Gas Giant,1592.3283,1.15,9.4,4.761,0.19,Radial Velocity,F
HD 90156 b,HD 90156,https://science.nasa.gov/exoplanet-catalog/hd-90156-b/,Neptune-like,17.98,0.395,49.8,0.25,0.31,Radial Velocity,G
HD 9174 b,HD 9174,https://science.nasa.gov/exoplanet-catalog/hd-9174-b/,Gas Giant,352.79130000000004,1.23,3.2,2.2,0.12,Radial Velocity,G
HD 92788 b,HD 92788,https://science.nasa.gov/exoplanet-catalog/hd-92788-b/,Gas Giant,1195.0407999999998,1.16,325.8,0.97,0.35,Radial Velocity,G
HD 92788 c,HD 92788,https://science.nasa.gov/exoplanet-catalog/hd-92788-c/,Gas Giant,1166.4361,1.16,31.8,10.5,0.46,Radial Velocity,G
HD 93083 b,HD 93083,https://science.nasa.gov/exoplanet-catalog/hd-93083-b/,Gas Giant,117.5971,1.2,143.6,0.477,0.14,Radial Velocity,K
HD 93351 b,HD 93351,https://science.nasa.gov/exoplanet-catalog/hd-93351-b/,Super Earth,3.49611,1.69,2.5,0.035,0.55,Radial Velocity,G
HD 93351 c,HD 93351,https://science.nasa.gov/exoplanet-catalog/hd-93351-c/,Gas Giant,4154.0381,1.1,38.4,11.154,0.11,Radial Velocity,G
HD 93385 b,HD 93385,https://science.nasa.gov/exoplanet-catalog/hd-93385-b/,Super Earth,4.2,1.88,7.3,0.0756,< 0.295,Radial Velocity,F
HD 93385 c,HD 93385,https://science.nasa.gov/exoplanet-catalog/hd-93385-c/,Neptune-like,7.1,0.229,13.2,0.112,< 0.2,Radial Velocity,F
HD 93385 d,HD 93385,https://science.nasa.gov/exoplanet-catalog/hd-93385-d/,Neptune-like,8.7,0.258,45.9,0.2565,0.09,Radial Velocity,F
HD 93963 A b,HD 93963 A,https://science.nasa.gov/exoplanet-catalog/hd-93963-a-b/,Super Earth,2.8,1.47,1,0.02061,0.0,Transit,F
HD 93963 A c,HD 93963 A,https://science.nasa.gov/exoplanet-catalog/hd-93963-a-c/,Super Earth,18.4,3.12,3.6,0.04726,0.0,Transit,F
HD 9446 b,HD 9446,https://science.nasa.gov/exoplanet-catalog/hd-9446-b/,Gas Giant,222.48099999999997,1.25,30.1,0.189,0.2,Radial Velocity,G
HD 9446 c,HD 9446,https://science.nasa.gov/exoplanet-catalog/hd-9446-c/,Gas Giant,578.4506,1.2,192.9,0.654,0.06,Radial Velocity,G
HD 94771 b,HD 94771,https://science.nasa.gov/exoplanet-catalog/hd-94771-b/,Gas Giant,168.4499,1.27,5.9,3.48,0.39,Radial Velocity,G
HD 94834 b,HD 94834,https://science.nasa.gov/exoplanet-catalog/hd-94834-b/,Gas Giant,400.4658,1.22,4.3,2.74,0.14,Radial Velocity,K
HD 95086 b,HD 95086,https://science.nasa.gov/exoplanet-catalog/hd-95086-b/,Gas Giant,1589.1499999999999,1.15,328.8,55.7,Not Found,Imaging,A
HD 95089 b,HD 95089,https://science.nasa.gov/exoplanet-catalog/hd-95089-b/,Gas Giant,400.4658,1.22,464.4,1.36,0.12,Radial Velocity,K
HD 95089 c,HD 95089,https://science.nasa.gov/exoplanet-catalog/hd-95089-c/,Gas Giant,1096.5135,1.17,4.9,3.33,0.28,Radial Velocity,K
HD 95127 b,HD 95127,https://science.nasa.gov/exoplanet-catalog/hd-95127-b/,Gas Giant,3378.5329,1.11,482,1.28,0.11,Radial Velocity,K
HD 95338 b,HD 95338,https://science.nasa.gov/exoplanet-catalog/hd-95338-b/,Gas Giant,42.4398399,0.347,55.1,0.262,0.2,Radial Velocity,K
HD 95544 b,HD 95544,https://science.nasa.gov/exoplanet-catalog/hd-95544-b/,Gas Giant,1913.6544299999998,1.14,5.6,3.166,0.05,Radial Velocity,G
HD 95735 c,HD 95735,https://science.nasa.gov/exoplanet-catalog/hd-95735-c/,Neptune-like,13.6,0.335,8.1,2.94,0.13,Radial Velocity,M
HD 95872 b,HD 95872,https://science.nasa.gov/exoplanet-catalog/hd-95872-b/,Gas Giant,1188.6842,1.16,12,5.15,0.06,Radial Velocity,G
HD 96063 b,HD 96063,https://science.nasa.gov/exoplanet-catalog/hd-96063-b/,Gas Giant,403.6441,1.22,362.5,1.11,0.17,Radial Velocity,K
HD 96127 b,HD 96127,https://science.nasa.gov/exoplanet-catalog/hd-96127-b/,Gas Giant,6661.7168,1.08,1.8,1.42,0.3,Radial Velocity,K
HD 96167 b,HD 96167,https://science.nasa.gov/exoplanet-catalog/hd-96167-b/,Gas Giant,227.88411,1.25,498,1.332,0.69,Radial Velocity,G
HD 96700 b,HD 96700,https://science.nasa.gov/exoplanet-catalog/hd-96700-b/,Neptune-like,8.9,0.261,8.1,0.0777,< 0.138,Radial Velocity,G
HD 96700 c,HD 96700,https://science.nasa.gov/exoplanet-catalog/hd-96700-c/,Super Earth,3.5,1.69,19.9,0.141,< 0.293,Radial Velocity,G
HD 96700 d,HD 96700,https://science.nasa.gov/exoplanet-catalog/hd-96700-d/,Neptune-like,12.7,0.322,103.5,0.424,0.27,Radial Velocity,G
HD 96992 b,HD 96992,https://science.nasa.gov/exoplanet-catalog/hd-96992-b/,Gas Giant,362.3262,1.22,1.4,1.24,0.41,Radial Velocity,K
HD 97037 b,HD 97037,https://science.nasa.gov/exoplanet-catalog/hd-97037-b/,Gas Giant,6707.8021499999995,1.08,17.7,6.925,0.36,Radial Velocity,G
HD 97048 b,HD 97048,https://science.nasa.gov/exoplanet-catalog/hd-97048-b/,Gas Giant,794.5749999999999,1.18,957.3,130,Not Found,Disk Kinematics,B
HD 97658 b,HD 97658,https://science.nasa.gov/exoplanet-catalog/hd-97658-b/,Super Earth,8.3,2.12,9.5,0.0805,0.05,Radial Velocity,K
HD 98219 b,HD 98219,https://science.nasa.gov/exoplanet-catalog/hd-98219-b/,Gas Giant,624.21812,1.2,433.8,1.26,0.08,Radial Velocity,K
HD 98649 b,HD 98649,https://science.nasa.gov/exoplanet-catalog/hd-98649-b/,Gas Giant,2665.3223799999996,1.12,15.6,6.297,0.84,Radial Velocity,G
HD 98736 b,HD 98736,https://science.nasa.gov/exoplanet-catalog/hd-98736-b/,Gas Giant,740.5439,1.19,2.7,1.864,0.23,Radial Velocity,K
HD 99109 b,HD 99109,https://science.nasa.gov/exoplanet-catalog/hd-99109-b/,Gas Giant,139.8452,1.28,439.3,1.11,0.09,Radial Velocity,K
HD 99283 b,HD 99283,https://science.nasa.gov/exoplanet-catalog/hd-99283-b/,Gas Giant,308.2951,1.23,310.4,1.08,0.2,Radial Velocity,K
HD 99492 b,HD 99492,https://science.nasa.gov/exoplanet-catalog/hd-99492-b/,Neptune-like,25.5,0.486,17.1,0.12,0.03,Radial Velocity,K
HD 99492 c,HD 99492,https://science.nasa.gov/exoplanet-catalog/hd-99492-c/,Neptune-like,17.9,0.394,95.2,Unknown,0.06,Radial Velocity,K
HD 99706 b,HD 99706,https://science.nasa.gov/exoplanet-catalog/hd-99706-b/,Gas Giant,390.93089999999995,1.22,2.3,1.98,0.25,Radial Velocity,K
HD 99706 c,HD 99706,https://science.nasa.gov/exoplanet-catalog/hd-99706-c/,Gas Giant,1808.4527,1.14,3.5,Unknown,0.41,Radial Velocity,K
HIP 105854 b,HIP 105854,https://science.nasa.gov/exoplanet-catalog/hip-105854-b/,Gas Giant,2606.2059999999997,1.12,184.2,0.81,0.02,Radial Velocity,K
HIP 107772 b,HIP 107772,https://science.nasa.gov/exoplanet-catalog/hip-107772-b/,Neptune-like,12.9,0.325,55.2,0.243,0.18,Radial Velocity,K
HIP 107773 b,HIP 107773,https://science.nasa.gov/exoplanet-catalog/hip-107773-b/,Gas Giant,629.3034,1.19,144.3,0.72,0.09,Radial Velocity,K
HIP 109384 b,HIP 109384,https://science.nasa.gov/exoplanet-catalog/hip-109384-b/,Gas Giant,495.8148,1.21,499.5,1.134,0.55,Radial Velocity,K
HIP 109600 b,HIP 109600,https://science.nasa.gov/exoplanet-catalog/hip-109600-b/,Gas Giant,851.7844,1.18,232.1,0.706,0.16,Radial Velocity,G
HIP 113103 b,HIP 113103,https://science.nasa.gov/exoplanet-catalog/hip-113103-b/,Super Earth,4.0,1.829,7.6,0.06899,0.17,Transit,K
HIP 113103 c,HIP 113103,https://science.nasa.gov/exoplanet-catalog/hip-113103-c/,Neptune-like,6.35,0.214,14.2,0.10479,0.17,Transit,K
HIP 114933 b,HIP 114933,https://science.nasa.gov/exoplanet-catalog/hip-114933-b/,Gas Giant,616.5902,1.2,4.1,2.84,0.21,Radial Velocity,K
HIP 116454 b,HIP 116454,https://science.nasa.gov/exoplanet-catalog/hip-116454-b/,Super Earth,9.7,2.469,9.1,0.0792,0.21,Transit,K
HIP 12961 b,HIP 12961,https://science.nasa.gov/exoplanet-catalog/hip-12961-b/,Gas Giant,114.41879999999999,1.18,57.4,0.25,0.17,Radial Velocity,K
HIP 14810 b,HIP 14810,https://science.nasa.gov/exoplanet-catalog/hip-14810-b/,Gas Giant,1239.5369999999998,1.16,6.7,0.0696,0.14,Radial Velocity,G
HIP 14810 c,HIP 14810,https://science.nasa.gov/exoplanet-catalog/hip-14810-c/,Gas Giant,416.3573,1.22,147.7,0.549,0.16,Radial Velocity,G
HIP 14810 d,HIP 14810,https://science.nasa.gov/exoplanet-catalog/hip-14810-d/,Gas Giant,187.51969999999997,1.26,2.7,1.94,0.18,Radial Velocity,G
HIP 19976 b,HIP 19976,https://science.nasa.gov/exoplanet-catalog/hip-19976-b/,Neptune-like,21.61233168,0.441,50.7,0.234,0.3,Radial Velocity,K
HIP 21152 b,HIP 21152,https://science.nasa.gov/exoplanet-catalog/hip-21152-b/,Gas Giant,7627.92,1.07,60.3,17,0.36,Imaging,F
HIP 29442 c,HIP 29442,https://science.nasa.gov/exoplanet-catalog/hip-29442-c/,Super Earth,4.5,1.551,3.5,0.04518,Not Found,Radial Velocity,K
HIP 29442 d,HIP 29442,https://science.nasa.gov/exoplanet-catalog/hip-29442-d/,Super Earth,5.14,1.538,6.4,0.0673,Not Found,Radial Velocity,K
HIP 34222 b,HIP 34222,https://science.nasa.gov/exoplanet-catalog/hip-34222-b/,Gas Giant,263.79889999999995,1.24,160,0.492,0.3,Radial Velocity,K
HIP 35173 b,HIP 35173,https://science.nasa.gov/exoplanet-catalog/hip-35173-b/,Neptune-like,12.7,0.322,41.5,0.217,0.16,Radial Velocity,K
HIP 35965 b,HIP 35965,https://science.nasa.gov/exoplanet-catalog/hip-35965-b/,Gas Giant,2589.9966699999995,1.12,71.6,15.898,0.14,Radial Velocity,K
HIP 38594 b,HIP 38594,https://science.nasa.gov/exoplanet-catalog/hip-38594-b/,Neptune-like,8.1,0.247,60.7,0.256,0.17,Radial Velocity,K
HIP 38594 c,HIP 38594,https://science.nasa.gov/exoplanet-catalog/hip-38594-c/,Gas Giant,48.4000010061,0.708,9.5,3.805,0.16,Radial Velocity,K
HIP 39017 b,HIP 39017,https://science.nasa.gov/exoplanet-catalog/hip-39017-b/,Gas Giant,7500.7880000000005,1.07,84.9,22.1,0.55,Imaging,F
HIP 41378 b,HIP 41378,https://science.nasa.gov/exoplanet-catalog/hip-41378-b/,Neptune-like,6.54,0.2179654,15.6,Unknown,Not Found,Transit,F
HIP 41378 c,HIP 41378,https://science.nasa.gov/exoplanet-catalog/hip-41378-c/,Neptune-like,7.08,0.2283879,31.7,Unknown,Not Found,Transit,F
HIP 41378 d,HIP 41378,https://science.nasa.gov/exoplanet-catalog/hip-41378-d/,Neptune-like,14.9,0.353,3.1,Unknown,0.0,Transit,F
HIP 41378 e,HIP 41378,https://science.nasa.gov/exoplanet-catalog/hip-41378-e/,Neptune-like,26.0,0.492,131,Unknown,Not Found,Transit,F
HIP 41378 f,HIP 41378,https://science.nasa.gov/exoplanet-catalog/hip-41378-f/,Gas Giant,74.05439,0.90998305,3,Unknown,Not Found,Transit,F
HIP 4845 b,HIP 4845,https://science.nasa.gov/exoplanet-catalog/hip-4845-b/,Neptune-like,14.4,0.347,34.2,0.176,0.25,Radial Velocity,K
HIP 48714 b,HIP 48714,https://science.nasa.gov/exoplanet-catalog/hip-48714-b/,Neptune-like,22.9,0.456,17.8,0.112,0.5,Radial Velocity,K
HIP 5158 b,HIP 5158,https://science.nasa.gov/exoplanet-catalog/hip-5158-b/,Gas Giant,451.31859999999995,1.21,345.7,0.89,0.52,Radial Velocity,K
HIP 5158 c,HIP 5158,https://science.nasa.gov/exoplanet-catalog/hip-5158-c/,Gas Giant,4780.163199999999,1.09,24.7,7.7,0.14,Radial Velocity,K
HIP 54373 b,HIP 54373,https://science.nasa.gov/exoplanet-catalog/hip-54373-b/,Neptune-like,8.62,0.256,7.8,0.063,0.2,Radial Velocity,K
HIP 54373 c,HIP 54373,https://science.nasa.gov/exoplanet-catalog/hip-54373-c/,Neptune-like,12.44,0.318,15.1,0.099,0.2,Radial Velocity,K
HIP 54597 b,HIP 54597,https://science.nasa.gov/exoplanet-catalog/hip-54597-b/,Gas Giant,762.7919999999999,1.18,9,4,0.03,Radial Velocity,K
HIP 55507 b,HIP 55507,https://science.nasa.gov/exoplanet-catalog/hip-55507-b/,Gas Giant,2585.5470499999997,1.12,14.1,5.062,0.36,Radial Velocity,K
HIP 56640 b,HIP 56640,https://science.nasa.gov/exoplanet-catalog/hip-56640-b/,Gas Giant,2151.7090999999996,1.13,7.3,4.55,0.12,Radial Velocity,K
HIP 57274 b,HIP 57274,https://science.nasa.gov/exoplanet-catalog/hip-57274-b/,Neptune-like,6.3566,0.214,8.1,0.07,0.19,Radial Velocity,K
HIP 57274 c,HIP 57274,https://science.nasa.gov/exoplanet-catalog/hip-57274-c/,Gas Giant,129.9999993927,1.27,32,0.178,0.05,Radial Velocity,K
HIP 57274 d,HIP 57274,https://science.nasa.gov/exoplanet-catalog/hip-57274-d/,Gas Giant,167.40106099999997,1.27,431.7,1.01,0.27,Radial Velocity,K
HIP 5763 b,HIP 5763,https://science.nasa.gov/exoplanet-catalog/hip-5763-b/,Gas Giant,162.0933,1.27,30,0.17,0.05,Radial Velocity,K
HIP 63242 b,HIP 63242,https://science.nasa.gov/exoplanet-catalog/hip-63242-b/,Gas Giant,2917.6794,1.12,124.6,0.565,0.23,Radial Velocity,K
HIP 65 A b,HIP 65 A,https://science.nasa.gov/exoplanet-catalog/hip-65-a-b/,Gas Giant,1021.18779,2.03,1,0.01782,0.0,Transit,K
HIP 65407 b,HIP 65407,https://science.nasa.gov/exoplanet-catalog/hip-65407-b/,Gas Giant,136.03124,1.28,28.1,0.177,0.14,Radial Velocity,G
HIP 65407 c,HIP 65407,https://science.nasa.gov/exoplanet-catalog/hip-65407-c/,Gas Giant,249.17872,1.24,67.3,0.316,0.12,Radial Velocity,G
HIP 65426 b,HIP 65426,https://science.nasa.gov/exoplanet-catalog/hip-65426-b/,Gas Giant,2860.47,1.5,630.7,92,Not Found,Imaging,A
HIP 65891 b,HIP 65891,https://science.nasa.gov/exoplanet-catalog/hip-65891-b/,Gas Giant,1871.38304,1.14,3,2.794,0.13,Radial Velocity,K
HIP 66074 b,HIP 66074,https://science.nasa.gov/exoplanet-catalog/hip-66074-b/,Gas Giant,1589.1499999999999,1.15,310.9,0.799,0.95,Astrometry,K
HIP 67522 b,HIP 67522,https://science.nasa.gov/exoplanet-catalog/hip-67522-b/,Gas Giant,71.51174999999999,0.891,7,0.0748,0.06,Transit,G
HIP 67522 c,HIP 67522,https://science.nasa.gov/exoplanet-catalog/hip-67522-c/,Gas Giant,48.310159999999996,0.708,14.3,0.1228,0.08,Transit,G
HIP 67537 b,HIP 67537,https://science.nasa.gov/exoplanet-catalog/hip-67537-b/,Gas Giant,4309.139139999999,1.1,6.9,4.807,0.59,Radial Velocity,K
HIP 67851 b,HIP 67851,https://science.nasa.gov/exoplanet-catalog/hip-67851-b/,Gas Giant,498.35744,1.21,88.9,0.482,0.06,Radial Velocity,K
HIP 67851 c,HIP 67851,https://science.nasa.gov/exoplanet-catalog/hip-67851-c/,Gas Giant,2204.78671,1.13,10.7,6.032,0.36,Radial Velocity,K
HIP 70849 b,HIP 70849,https://science.nasa.gov/exoplanet-catalog/hip-70849-b/,Gas Giant,1430.235,1.15,10,3.99,0.65,Radial Velocity,K
HIP 71135 b,HIP 71135,https://science.nasa.gov/exoplanet-catalog/hip-71135-b/,Neptune-like,18.8,0.406,87.2,0.335,0.21,Radial Velocity,K
HIP 74890 b,HIP 74890,https://science.nasa.gov/exoplanet-catalog/hip-74890-b/,Gas Giant,762.7919999999999,1.18,2.3,2.1,0.07,Radial Velocity,K
HIP 75092 b,HIP 75092,https://science.nasa.gov/exoplanet-catalog/hip-75092-b/,Gas Giant,568.9157,1.2,2.5,2.02,0.42,Radial Velocity,K
HIP 77900 b,HIP 77900,https://science.nasa.gov/exoplanet-catalog/hip-77900-b/,Gas Giant,6674.429999999999,1.08,365,3319,Not Found,Imaging,B
HIP 78530 b,HIP 78530,https://science.nasa.gov/exoplanet-catalog/hip-78530-b/,Gas Giant,7310.089999999999,1.07,12738.7,740,Not Found,Imaging,B
HIP 79098 AB b,HIP 79098 AB,https://science.nasa.gov/exoplanet-catalog/hip-79098-ab-b/,Gas Giant,6515.514999999999,1.08,3311,345,Not Found,Imaging,A
HIP 79431 b,HIP 79431,https://science.nasa.gov/exoplanet-catalog/hip-79431-b/,Gas Giant,667.443,1.19,111.7,0.36,0.29,Radial Velocity,M
HIP 81208 C b,HIP 81208 C,https://science.nasa.gov/exoplanet-catalog/hip-81208-c-b/,Gas Giant,4703.884,1.09,285.2,23.04,Not Found,Imaging,Not Found
HIP 8152 b,HIP 8152,https://science.nasa.gov/exoplanet-catalog/hip-8152-b/,Neptune-like,8.9,0.22627021,10.8,0.093,0.0,Transit,G
HIP 8152 c,HIP 8152,https://science.nasa.gov/exoplanet-catalog/hip-8152-c/,Super Earth,10.7,2.52442508,19.6,0.139,0.2,Transit,G
HIP 8541 b,HIP 8541,https://science.nasa.gov/exoplanet-catalog/hip-8541-b/,Gas Giant,2451.74062,1.13,5.1,3.729,0.36,Radial Velocity,K
HIP 86221 b,HIP 86221,https://science.nasa.gov/exoplanet-catalog/hip-86221-b/,Gas Giant,225.65929999999997,1.25,2.2,0.031,0.09,Radial Velocity,Not Found
HIP 90988 b,HIP 90988,https://science.nasa.gov/exoplanet-catalog/hip-90988-b/,Gas Giant,668.0786599999999,1.19,455.7,1.36,0.08,Radial Velocity,K
HIP 91258 b,HIP 91258,https://science.nasa.gov/exoplanet-catalog/hip-91258-b/,Gas Giant,346.4347,1.23,5.1,0.06,0.02,Radial Velocity,G
HIP 94235 b,HIP 94235,https://science.nasa.gov/exoplanet-catalog/hip-94235-b/,Neptune-like,379.0027401,0.268,7.7,0.0787,0.32,Transit,F
HIP 948 b,HIP 948,https://science.nasa.gov/exoplanet-catalog/hip-948-b/,Gas Giant,6547.298,1.08,68.4,15.037,0.23,Radial Velocity,K
HIP 9618 b,HIP 9618,https://science.nasa.gov/exoplanet-catalog/hip-9618-b/,Neptune-like,8.3,0.342,20.8,0.145,0.0,Transit,G
HIP 9618 c,HIP 9618,https://science.nasa.gov/exoplanet-catalog/hip-9618-c/,Neptune-like,7.0,0.306,52.6,0.269,0.0,Transit,G
HIP 97166 b,HIP 97166,https://science.nasa.gov/exoplanet-catalog/hip-97166-b/,Super Earth,19.1,2.48,10.3,0.091,0.29,Transit,K
HIP 97166 c,HIP 97166,https://science.nasa.gov/exoplanet-catalog/hip-97166-c/,Neptune-like,8.0,0.245,16.4,0.124,0.0,Radial Velocity,K
HIP 97233 b,HIP 97233,https://science.nasa.gov/exoplanet-catalog/hip-97233-b/,Gas Giant,6098.20421,1.08,2.9,2.491,0.63,Radial Velocity,K
HIP 99770 b,HIP 99770,https://science.nasa.gov/exoplanet-catalog/hip-99770-b/,Gas Giant,5117.063,1.09,51,16.9,0.25,Imaging,A
HN Librae b,HN Librae,https://science.nasa.gov/exoplanet-catalog/hn-librae-b/,Neptune-like,5.46,2.2,36.1,0.1417,0.08,Radial Velocity,M
HN Pegasi b,HN Pegasi,https://science.nasa.gov/exoplanet-catalog/hn-pegasi-b/,Gas Giant,6991.846820999999,1.051,20692.2,773,Not Found,Imaging,G
HR 2562 b,HR 2562,https://science.nasa.gov/exoplanet-catalog/hr-2562-b/,Gas Giant,9534.9,1.11,80.3,20.3,Not Found,Imaging,F
HR 5183 b,HR 5183,https://science.nasa.gov/exoplanet-catalog/hr-5183-b/,Gas Giant,1052.0173,1.17,74,18,0.84,Radial Velocity,G
HR 810 b,HR 810,https://science.nasa.gov/exoplanet-catalog/hr-810-b/,Gas Giant,1970.546,1.14,302.8,0.92,0.14,Radial Velocity,F
HR 858 b,HR 858,https://science.nasa.gov/exoplanet-catalog/hr-858-b/,Neptune-like,3.55,2.004,3.6,0.04888,0.0,Transit,F
HR 858 c,HR 858,https://science.nasa.gov/exoplanet-catalog/hr-858-c/,Neptune-like,3.8,1.979,6,0.0687,0.0,Transit,F
HR 858 d,HR 858,https://science.nasa.gov/exoplanet-catalog/hr-858-d/,Super Earth,7.1,2.001,11.2,0.1046,0.0,Transit,F
HR 8799 b,HR 8799,https://science.nasa.gov/exoplanet-catalog/hr-8799-b/,Gas Giant,2224.81,1.2,465.8,68,Not Found,Imaging,F
HR 8799 c,HR 8799,https://science.nasa.gov/exoplanet-catalog/hr-8799-c/,Gas Giant,3178.2999999999997,1.2,189,38,< 0.5,Imaging,F
HR 8799 d,HR 8799,https://science.nasa.gov/exoplanet-catalog/hr-8799-d/,Gas Giant,3178.2999999999997,1.2,101.4,24,< 0.6,Imaging,F
HR 8799 e,HR 8799,https://science.nasa.gov/exoplanet-catalog/hr-8799-e/,Gas Giant,3178.2999999999997,1.17,57,16.4,0.15,Imaging,F
HS Piscium b,HS Piscium,https://science.nasa.gov/exoplanet-catalog/hs-piscium-b/,Gas Giant,464.0318,1.21,4,0.0435,0.27,Radial Velocity,K
